Age,Gender,Education,Income,Employment Experience,Home Ownership,Loan Amount,Loan Intent,Loan Interest Rate,Loan Percent Income,Credit History Length,Credit Score,Previous Loan Defaults,Loan_Status
23,0,0,24183,0,3,3000,4,9.99,0.12,3,644,0,1
26,1,1,178439,0,3,24000,1,18.3,0.13,2,615,0,1
22,1,0,63225,3,3,12000,1,11.99,0.19,3,681,1,0
22,1,0,39941,0,3,3000,4,16.45,0.08,3,661,1,0
27,0,1,26875,0,3,6000,5,6.53,0.22,6,627,0,0
25,0,4,44403,2,3,2500,3,7.66,0.06,2,589,0,1
22,0,1,70863,0,3,17475,1,7.51,0.25,3,677,1,0
27,1,4,124485,7,3,10000,2,8.59,0.08,10,625,0,0
22,1,1,49401,0,3,14000,1,11.01,0.28,4,571,0,1
28,1,1,85013,9,0,4000,3,6.39,0.05,8,697,0,0
25,1,3,78838,3,0,12000,2,12.2,0.15,4,635,1,0
28,0,3,59328,4,3,15000,3,12.92,0.25,8,654,0,1
25,1,0,41519,0,3,1942,0,8.64,0.05,4,619,0,1
24,0,3,104183,4,0,20000,4,10.99,0.19,3,636,0,1
26,0,1,63340,3,0,2500,2,14.59,0.04,4,596,1,0
23,0,3,21049,3,3,2750,3,16.77,0.13,2,682,0,1
25,1,0,77734,2,0,14403,0,7.17,0.19,2,619,0,1
31,0,3,94696,12,0,5000,1,11.01,0.05,5,665,0,1
24,0,1,35413,0,3,2400,2,14.26,0.07,4,666,0,1
35,1,1,79196,10,3,6000,0,7.29,0.08,10,599,1,0
40,1,3,37017,16,3,10625,5,11.01,0.29,17,629,0,1
32,1,1,116193,11,0,8000,3,11.29,0.07,7,652,1,0
27,0,1,106414,6,0,14000,5,12.42,0.13,10,631,1,0
31,0,0,32923,7,3,3250,5,13.48,0.1,8,672,1,0
25,1,1,75297,0,0,6510,3,9.93,0.09,4,587,1,0
29,0,0,50286,7,3,12000,4,10.09,0.24,7,694,1,0
26,1,1,43097,0,3,13225,5,13.49,0.31,3,593,0,1
28,1,4,69203,8,0,9500,4,7.51,0.14,5,691,1,0
28,1,2,37116,8,3,8400,1,12.06,0.23,10,654,0,0
29,0,1,72974,8,0,15000,0,12.87,0.21,5,692,1,0
22,0,1,67324,0,0,10000,5,5.79,0.15,2,698,0,0
28,0,4,48966,2,3,1400,1,9.2,0.03,7,684,1,0
24,0,0,44231,1,3,1460,4,15.07,0.03,2,596,1,0
23,1,1,27666,0,0,1550,0,7.49,0.06,2,658,0,1
26,1,4,35554,7,0,5150,5,6.62,0.14,2,667,0,0
23,1,3,101729,0,0,7000,0,6.92,0.07,2,578,1,0
21,1,0,15332,0,3,4200,3,13.48,0.27,4,645,0,1
26,1,1,27792,3,3,2500,4,7.2,0.09,4,709,0,1
30,1,0,35995,4,3,10000,2,13.56,0.28,6,653,0,1
26,1,2,174997,1,0,20000,2,10.25,0.11,2,694,0,1
22,1,4,78905,4,3,8000,1,6.54,0.1,4,647,1,0
23,1,0,72935,3,0,16800,1,14.48,0.23,4,646,1,0
28,1,1,145214,10,0,6000,2,7.74,0.04,5,676,1,0
22,1,3,131462,1,0,10000,3,12.23,0.08,4,647,0,1
32,0,0,78038,10,0,25000,2,13.44,0.32,5,643,0,1
21,1,1,24791,0,3,9234,3,8.16,0.37,4,541,0,1
30,0,3,38021,10,3,11200,3,11.99,0.29,8,614,0,1
26,0,1,99475,1,0,1000,1,14.27,0.01,2,648,0,0
24,1,4,119819,2,0,12000,0,6.03,0.1,4,675,0,0
25,1,0,63062,1,3,2400,2,7.88,0.04,4,639,1,0
33,1,3,135905,6,3,6092,0,6.47,0.04,12,615,1,0
25,1,0,44231,6,3,14993,0,15.04,0.34,2,683,0,1
23,0,1,50330,0,3,4500,4,12.99,0.09,4,623,1,0
28,1,1,65790,6,3,13000,1,15.23,0.2,9,637,0,1
26,1,0,136297,3,3,12000,4,15.37,0.09,5,637,0,1
23,1,4,95945,3,3,11066,2,12.96,0.12,4,625,1,0
23,1,4,33583,0,3,2934,4,10.15,0.09,4,672,1,0
33,0,1,51163,9,3,12000,3,13.56,0.23,8,674,1,0
32,0,4,31370,6,3,5000,4,7.91,0.16,8,701,0,0
22,1,0,73356,0,0,18000,1,9.88,0.25,3,659,1,0
29,1,1,73054,11,3,5000,3,14.22,0.07,9,692,0,1
22,1,0,120821,1,0,14350,1,9.99,0.12,2,640,1,0
26,0,3,70693,6,0,25000,3,13.55,0.35,4,672,0,1
31,1,0,62641,8,3,19000,2,14.83,0.3,10,652,0,1
22,0,3,187164,0,0,4000,0,11.14,0.02,3,664,1,0
28,1,4,58635,7,3,2650,5,11.26,0.05,6,675,0,0
33,1,4,141789,8,0,16000,3,15.99,0.11,5,681,0,1
23,0,3,50654,0,0,7000,1,13.43,0.14,3,512,1,0
29,1,1,22367,10,3,6400,5,10.37,0.29,5,685,0,1
31,0,3,124528,8,0,4269,5,6.85,0.03,7,675,1,0
23,1,1,62991,0,0,4115,1,10.3,0.07,3,687,1,0
23,0,0,85104,2,3,10000,1,11.01,0.12,3,652,1,0
22,0,1,22916,0,3,3000,0,10.59,0.13,3,669,0,1
23,1,0,345520,0,3,24250,1,12.53,0.07,3,652,1,0
35,1,1,49977,12,3,20500,1,12.53,0.41,6,706,0,1
30,0,1,83213,8,0,18000,4,15.79,0.22,7,696,0,1
38,1,3,72430,16,0,18125,3,14.84,0.25,13,585,0,1
28,0,3,30915,2,3,9600,3,14.27,0.31,10,639,0,1
24,1,0,17440,2,3,7724,2,16.89,0.44,5,635,0,1
23,0,1,24139,0,3,5000,0,14.95,0.21,3,566,0,1
25,0,3,121266,2,0,7000,1,5.79,0.06,3,559,1,0
31,1,0,65671,11,3,1000,3,11.01,0.02,7,595,1,0
24,0,4,93846,2,3,6150,0,5.99,0.07,4,653,0,0
42,1,1,117375,18,0,1500,4,15.96,0.01,16,683,1,0
24,1,0,104433,0,3,12200,1,7.29,0.12,3,589,1,0
28,1,1,37462,4,3,1500,2,9.63,0.04,10,673,0,1
22,1,0,22402,0,3,3000,4,11.86,0.13,2,706,0,1
26,1,0,58893,2,0,10000,4,8.97,0.17,4,629,0,0
25,0,1,85017,3,3,25000,1,15.21,0.29,4,671,0,1
28,0,0,43301,4,3,4000,3,11.31,0.09,8,715,0,1
25,0,1,30050,3,3,9600,4,11.71,0.32,4,584,0,1
25,1,1,42817,5,3,5600,3,16.77,0.13,4,691,0,1
22,1,4,56219,1,3,14000,1,8.49,0.25,4,596,1,0
27,1,4,48432,8,3,20223,5,6.83,0.42,8,650,0,1
32,0,3,28377,9,3,1200,3,13.22,0.04,7,625,0,0
22,0,1,56179,0,3,5000,1,11.01,0.09,3,571,0,1
22,1,1,61213,0,0,7800,4,6.62,0.13,3,664,1,0
24,1,4,100509,2,3,27000,4,13.49,0.27,2,673,0,1
47,1,4,35328,23,3,5000,1,5.42,0.14,15,670,0,0
30,1,1,60902,9,3,10000,3,12.33,0.16,7,639,0,0
33,1,1,23781,11,2,4584,4,14.25,0.19,11,697,0,1
23,1,4,73082,0,3,13000,3,7.66,0.18,4,613,0,1
26,0,1,241228,8,0,2786,0,13.79,0.01,3,661,0,0
22,1,4,15176,0,3,5500,1,10.36,0.36,4,632,0,1
35,1,0,168855,11,0,8400,4,12.98,0.05,9,657,0,1
23,0,3,72964,1,3,17000,4,10.66,0.23,3,622,1,0
26,1,3,87183,3,0,3000,4,19.91,0.03,3,652,1,0
26,1,0,75626,4,0,10000,5,13.43,0.13,2,530,1,0
24,0,4,49600,0,3,2800,5,6.99,0.06,4,603,1,0
32,1,3,52531,12,3,5600,0,7.51,0.11,7,586,1,0
23,1,0,72776,0,3,15000,4,14.22,0.21,2,651,1,0
25,1,1,34689,4,3,7500,5,15.33,0.22,3,672,0,1
22,0,0,39901,2,0,5000,4,7.49,0.13,3,656,1,0
27,0,1,120961,2,0,12000,4,11.01,0.1,6,650,0,0
28,1,1,142235,7,0,17855,1,15.8,0.13,5,671,0,1
25,0,1,59812,0,3,9600,1,8.46,0.16,4,709,0,1
22,1,4,96861,1,0,1500,0,10.37,0.02,4,661,0,0
26,1,4,117484,4,3,16000,5,12.8,0.14,3,632,1,0
21,0,3,33426,0,3,5000,5,5.42,0.15,3,507,1,0
22,1,0,61083,0,3,3200,5,8.49,0.05,4,675,0,0
21,0,1,51922,3,3,25000,1,12.73,0.48,3,673,0,1
23,1,3,98628,0,3,11000,4,11.01,0.11,3,553,1,0
24,1,0,67065,2,3,16800,3,11.01,0.25,4,661,0,1
29,0,1,109773,7,0,10000,1,8.55,0.09,7,658,1,0
22,0,1,37323,0,3,13250,0,16.4,0.36,3,673,0,1
36,1,0,73131,14,3,2400,4,5.79,0.03,17,600,1,0
23,0,0,18986,0,3,5063,4,11.43,0.27,4,585,0,1
22,1,1,34647,1,3,3750,3,13.85,0.11,4,650,1,0
25,0,4,44255,3,3,15000,5,10.64,0.34,4,653,0,1
27,1,4,35674,0,3,6500,1,14.11,0.18,8,583,0,1
27,0,1,22496,6,2,5000,1,7.9,0.22,9,653,0,1
22,1,0,20201,0,3,6250,5,9.91,0.31,2,647,0,1
31,0,2,55197,10,3,8000,0,10.99,0.14,10,538,0,0
26,1,0,85203,3,0,5400,4,12.53,0.06,4,639,1,0
25,1,3,51503,4,3,4800,5,15.06,0.09,2,511,0,1
22,1,1,26946,0,3,8000,3,11.49,0.3,3,597,0,1
47,1,0,54281,23,3,8000,3,11.01,0.15,12,683,0,1
24,0,3,67251,2,0,5399,5,10.07,0.08,4,604,1,0
32,0,0,15340,10,3,9325,3,8.38,0.61,6,673,0,1
24,0,4,104764,1,0,20000,3,7.29,0.19,3,705,0,0
29,0,0,125602,9,0,18000,5,10.23,0.14,7,663,1,0
25,1,1,65561,1,3,7575,2,6.99,0.12,4,642,0,0
23,1,3,82652,1,3,7500,1,11.49,0.09,3,596,1,0
28,1,0,91196,9,3,7500,1,11.01,0.08,6,667,0,0
34,0,3,53626,9,3,6000,4,16.45,0.11,10,568,0,1
24,1,0,127096,1,3,15000,0,10.95,0.12,3,607,1,0
26,1,1,92187,3,3,8000,2,13.48,0.09,4,532,0,1
28,1,0,42210,7,3,7500,4,8.94,0.18,7,589,1,0
23,1,3,110999,0,0,16432,3,15.76,0.15,4,600,0,1
24,0,1,58745,0,3,15000,1,10.46,0.26,3,659,0,1
26,0,1,53782,2,0,20000,4,17.27,0.37,2,642,0,1
23,1,0,60221,0,3,2500,0,11.01,0.04,2,673,0,1
27,1,3,39645,2,3,1500,2,10.57,0.04,5,596,0,1
21,0,1,50074,0,3,12000,3,15.21,0.24,2,668,0,1
26,0,3,79875,6,3,25000,2,11.58,0.31,4,679,0,1
24,0,4,90923,4,3,13000,2,10.99,0.14,4,540,1,0
25,0,0,101928,3,3,6500,1,11.89,0.06,4,613,1,0
33,0,1,34243,7,3,3000,1,11.32,0.09,11,695,1,0
24,1,1,106781,2,0,30000,0,18.62,0.28,3,680,0,1
24,1,1,19967,2,3,2600,2,11.01,0.13,2,645,0,1
32,0,1,32380,9,3,8000,5,7.51,0.25,10,644,1,0
38,1,0,240897,17,0,3000,4,7.68,0.01,14,700,0,0
24,0,4,58722,0,3,10000,1,7.14,0.17,3,634,0,0
25,0,3,44121,2,3,15000,5,11.01,0.34,4,546,0,1
26,0,1,45349,3,2,7259,4,9.31,0.16,4,594,1,0
26,0,4,55056,3,3,11000,4,14.61,0.2,2,721,1,0
22,1,3,60933,0,3,8000,1,6.62,0.13,3,647,1,0
35,0,1,144995,13,3,12000,5,10.99,0.08,5,661,1,0
32,1,0,75461,9,0,6000,3,14.27,0.08,6,655,1,0
22,0,1,108171,1,0,8000,5,5.79,0.07,4,544,1,0
23,0,1,44328,2,3,15000,5,10.31,0.34,4,678,0,1
42,0,3,92137,22,3,12000,1,14.91,0.13,12,602,0,1
22,1,3,32465,0,3,1900,0,7.29,0.06,3,571,0,1
30,0,4,88692,8,3,5500,0,9.99,0.06,9,620,1,0
22,1,0,27969,0,0,4800,0,10.0,0.17,4,644,1,0
30,1,0,98707,9,2,18000,4,10.75,0.18,5,538,1,0
24,0,1,54064,1,3,12000,0,12.23,0.22,3,669,0,1
26,0,3,47870,1,3,5593,2,15.65,0.12,4,565,0,1
26,0,1,102790,5,0,2200,5,13.43,0.02,3,659,1,0
23,1,0,87507,1,0,6000,0,6.17,0.07,3,635,1,0
35,1,1,55250,13,3,5500,3,6.92,0.1,6,655,1,0
38,1,1,44183,15,0,8500,2,12.21,0.19,16,674,0,0
25,0,0,101832,5,0,2962,1,6.11,0.03,4,664,1,0
32,1,1,72936,9,3,10000,3,14.01,0.14,9,656,0,1
25,0,0,59108,0,3,19500,5,15.57,0.33,4,584,0,1
24,1,4,91266,2,3,17000,1,9.33,0.19,3,647,0,0
22,1,4,72796,0,0,5000,0,6.54,0.07,3,641,1,0
24,1,1,67208,0,0,9600,1,7.52,0.14,2,633,1,0
31,1,0,35476,8,3,15075,2,11.01,0.42,10,611,0,1
27,1,3,72985,3,0,3000,5,13.57,0.04,7,606,1,0
26,0,4,58516,6,3,25000,1,9.64,0.43,4,686,0,1
23,1,3,172624,1,0,24250,0,14.59,0.14,2,577,0,1
29,0,3,144929,3,0,7000,2,8.94,0.05,10,682,0,0
27,1,1,48592,6,3,2200,3,11.01,0.05,8,692,0,1
22,1,1,40329,0,3,1400,3,14.27,0.03,4,682,1,0
27,1,3,120985,5,3,15000,5,11.58,0.12,10,635,1,0
21,1,3,39284,0,3,15000,4,15.27,0.38,3,644,0,1
24,1,4,57190,1,3,8907,1,8.26,0.16,4,641,0,0
34,1,3,34232,13,3,10000,0,10.37,0.29,6,568,0,1
23,0,0,111654,2,3,30000,3,15.23,0.27,2,625,0,1
29,0,1,40879,9,3,5000,3,13.79,0.12,10,648,1,0
38,0,0,149247,18,3,12000,3,7.74,0.08,14,676,0,0
23,1,1,141078,0,3,7500,1,11.01,0.05,4,702,1,0
23,0,1,75218,2,0,5000,5,5.42,0.07,3,672,0,0
23,1,4,73024,0,3,7000,1,6.75,0.1,4,631,0,0
33,0,1,65651,10,3,15000,2,14.24,0.23,7,557,0,1
25,0,0,77216,3,0,17600,1,12.53,0.23,4,633,1,0
23,0,3,79052,4,0,5296,0,6.92,0.07,4,543,1,0
23,1,1,116405,0,0,15000,3,19.13,0.13,2,681,0,1
24,0,3,84161,5,3,10000,4,17.14,0.12,4,636,0,1
24,1,0,41939,0,3,9000,1,16.0,0.21,2,591,0,1
31,1,0,144942,8,0,35000,1,9.44,0.24,7,609,0,0
25,0,1,29728,2,3,5683,2,15.03,0.19,2,679,0,1
27,1,4,90991,9,0,23200,2,11.01,0.25,9,704,1,0
42,0,3,90875,19,0,9600,1,11.99,0.11,11,693,1,0
26,1,4,58280,3,3,9000,4,12.59,0.15,3,630,0,0
29,0,1,100507,6,0,7500,5,11.01,0.07,10,544,1,0
21,1,3,50198,0,3,7000,1,5.79,0.14,3,619,1,0
21,0,1,46809,0,3,13500,1,9.91,0.29,3,643,0,1
24,1,1,37166,1,3,10000,0,11.01,0.27,3,599,0,1
29,1,3,121261,5,2,10000,4,6.92,0.08,8,649,0,0
26,0,0,23521,3,3,1500,3,5.42,0.06,3,588,1,0
40,0,0,51404,17,0,18000,3,5.79,0.35,14,707,0,0
35,1,0,45418,11,3,6000,4,9.99,0.13,7,674,0,1
37,1,3,109043,11,3,12000,4,7.51,0.11,13,674,1,0
23,0,3,79102,1,3,8000,1,6.62,0.1,4,628,1,0
24,0,4,35866,0,3,8000,2,12.42,0.22,2,628,0,1
24,0,1,70782,1,0,3178,3,14.07,0.04,2,675,1,0
34,0,0,37215,11,3,12000,0,8.9,0.32,7,644,0,1
22,0,1,45527,0,0,13000,0,7.88,0.29,4,676,0,0
33,0,0,180858,9,2,20000,4,11.48,0.11,7,689,0,0
26,1,3,53670,5,3,4600,3,13.99,0.09,3,658,0,1
23,1,3,89801,0,3,25000,3,13.66,0.28,4,626,0,1
29,1,1,51372,6,3,5000,5,14.96,0.1,5,617,0,1
27,1,1,48964,4,3,6500,5,8.4,0.13,4,600,1,0
23,1,1,43841,1,3,5000,5,13.22,0.11,4,581,0,1
23,1,1,60817,1,0,10000,5,11.51,0.16,4,704,1,0
28,1,1,270905,5,0,5000,5,7.75,0.02,5,651,1,0
22,0,0,79017,0,3,15000,3,11.36,0.19,3,588,1,0
29,1,0,54278,10,3,12000,2,15.99,0.22,5,648,0,1
21,0,1,44105,0,3,18000,4,9.88,0.41,3,654,0,1
32,1,0,136514,9,3,12000,2,16.29,0.09,5,630,0,1
27,0,4,37277,4,2,5000,5,11.01,0.13,5,635,1,0
23,1,3,37112,0,0,3800,3,18.64,0.1,2,642,0,1
26,0,0,45983,3,3,13250,0,13.49,0.29,3,656,0,1
25,0,3,84943,5,2,8000,5,15.55,0.09,3,627,0,0
29,1,1,32026,7,3,1500,5,12.99,0.05,6,651,0,0
21,0,0,71339,0,0,5000,1,9.99,0.07,3,559,0,1
23,1,0,60987,4,3,4800,1,10.37,0.08,3,654,1,0
21,1,1,18370,2,3,3000,2,9.63,0.16,2,664,0,1
29,1,0,163054,4,3,24000,0,6.99,0.15,9,544,0,0
24,0,0,100684,3,3,35000,4,8.9,0.35,2,544,0,1
27,1,1,87311,3,0,22000,4,17.58,0.25,6,649,1,0
21,1,0,49970,0,3,1500,1,11.01,0.03,3,666,0,0
41,1,4,39621,15,3,1500,2,14.74,0.04,17,702,0,1
26,0,3,20249,5,3,5000,4,11.58,0.25,3,547,0,1
23,1,3,103154,0,3,10000,4,6.17,0.1,4,641,1,0
33,1,0,82683,12,3,4000,1,10.99,0.05,10,712,0,0
22,0,3,34711,0,3,5000,3,11.01,0.14,3,644,1,0
24,0,1,96989,4,3,24000,3,10.25,0.25,2,603,0,0
21,0,4,45381,0,0,12400,1,7.51,0.27,4,606,1,0
35,0,4,116338,13,0,14825,3,14.79,0.13,11,652,0,1
27,0,1,24043,6,3,5000,4,12.53,0.21,7,624,0,1
42,1,3,42725,20,3,3252,1,8.73,0.08,10,667,0,0
44,1,3,81630,21,0,3000,2,11.01,0.04,14,690,1,0
43,0,0,39282,22,3,6400,5,7.49,0.16,16,682,1,0
26,1,0,85283,6,3,2000,1,12.84,0.02,2,659,1,0
26,0,1,71465,3,3,12000,2,11.01,0.17,4,665,0,1
23,1,3,36968,1,3,5000,1,9.02,0.14,3,565,0,1
28,0,0,36792,4,3,10000,0,8.96,0.27,6,682,0,1
30,0,3,39046,9,3,15000,0,12.42,0.38,5,689,0,1
23,1,3,50436,0,0,6000,1,8.15,0.12,4,692,1,0
31,0,1,112737,12,0,3000,3,8.49,0.03,8,717,0,0
30,1,3,39034,8,3,6515,1,16.03,0.17,9,614,0,1
23,0,3,31975,1,0,7024,0,13.16,0.22,4,673,1,0
26,1,3,90951,2,0,12000,2,7.23,0.13,4,527,1,0
28,0,1,58370,2,3,12000,3,11.01,0.21,7,700,0,0
22,0,0,54456,0,3,10838,4,18.2,0.2,4,651,0,1
28,0,1,80191,6,0,6500,5,5.79,0.08,9,624,0,0
26,1,0,83953,0,0,14563,2,11.82,0.17,4,607,0,1
42,1,3,41547,21,0,5000,5,11.01,0.12,11,643,0,0
30,1,4,141729,8,3,12000,5,18.79,0.08,8,677,0,1
35,1,1,83607,15,3,20000,5,13.49,0.24,5,545,0,1
28,0,0,62277,3,2,20400,0,17.74,0.33,5,616,0,1
24,0,4,72762,6,3,20000,4,10.99,0.27,2,677,0,1
30,1,1,49041,11,3,10000,0,10.65,0.2,5,678,1,0
24,1,3,106491,1,0,14154,4,10.38,0.13,3,640,1,0
23,0,0,72951,2,0,7000,1,6.54,0.1,3,663,0,0
23,1,1,15465,2,3,2059,1,8.69,0.13,4,669,0,1
29,1,1,40719,5,3,1800,3,12.53,0.04,8,556,1,0
47,1,3,58753,20,0,16750,3,10.62,0.29,12,582,1,0
25,0,1,17987,0,3,4000,0,12.06,0.22,3,581,0,1
29,0,3,101368,8,0,15000,3,6.99,0.15,7,650,1,0
25,1,3,71806,1,3,15000,0,15.3,0.21,3,614,0,1
23,1,0,33227,0,3,18000,5,11.54,0.54,4,679,0,1
25,1,3,68380,4,3,5000,0,11.01,0.07,4,631,1,0
24,0,3,29876,1,3,3600,0,6.62,0.12,4,643,0,1
30,1,4,58530,5,3,3600,5,9.92,0.06,5,610,1,0
22,0,1,109242,1,3,10200,3,11.71,0.09,3,607,1,0
29,1,0,145310,11,0,35000,0,8.9,0.24,6,622,1,0
23,1,3,66301,2,3,20000,4,16.7,0.3,4,645,0,1
25,1,0,74725,5,3,8000,5,10.36,0.11,4,634,1,0
29,0,4,60759,6,0,6000,2,10.27,0.1,6,608,1,0
26,0,3,38208,3,3,3000,3,13.36,0.08,4,634,0,1
31,1,0,145150,8,0,15000,0,12.21,0.1,7,640,1,0
23,1,1,48938,2,3,12800,5,11.23,0.26,3,494,0,1
22,0,4,39262,3,3,7875,4,14.91,0.2,2,667,0,1
25,0,3,36757,3,3,4800,0,11.22,0.13,3,677,1,0
28,1,1,39572,6,3,12000,3,14.24,0.3,10,669,0,1
30,1,1,76585,8,0,8000,1,10.25,0.1,6,660,1,0
30,1,3,24960,8,3,4000,0,16.45,0.16,9,694,0,1
25,0,1,62299,3,3,20000,2,11.48,0.32,3,680,0,1
34,1,0,60993,9,3,1500,5,13.92,0.02,5,550,1,0
22,1,3,58364,0,3,18000,1,11.01,0.31,2,591,0,1
22,1,0,35829,0,3,12000,3,6.66,0.33,4,489,0,1
31,1,0,114410,8,0,15000,3,15.37,0.13,8,684,0,1
28,1,4,74105,6,3,6000,0,10.85,0.08,5,659,0,0
24,1,1,100472,4,0,20000,1,11.01,0.2,4,672,1,0
24,1,3,55270,2,3,3000,0,9.99,0.05,4,637,1,0
31,1,1,101946,8,0,10400,1,14.96,0.1,7,610,1,0
23,0,3,65804,4,3,10000,4,14.11,0.15,2,601,0,1
24,0,3,71595,3,3,12000,3,16.08,0.17,3,574,0,1
21,0,3,59770,0,0,2000,3,11.99,0.03,2,610,0,1
36,0,1,89926,12,3,3600,1,15.62,0.04,12,617,0,1
24,1,0,64211,0,3,17000,2,11.01,0.26,3,649,0,1
31,1,0,54155,10,3,12000,0,16.66,0.22,7,639,0,1
39,1,0,37125,16,3,8450,5,5.99,0.23,16,525,1,0
45,1,2,169115,20,0,7500,2,6.62,0.04,15,635,1,0
28,0,4,37199,6,3,12000,0,11.14,0.32,9,668,0,1
29,1,1,113627,6,0,30000,4,6.62,0.26,7,685,0,0
27,1,3,93664,9,0,18500,5,11.11,0.2,10,605,0,0
26,1,3,63646,5,3,2500,0,14.82,0.04,2,677,1,0
21,0,1,29934,0,3,10000,0,13.48,0.33,2,592,0,1
27,0,3,51042,5,3,9711,0,11.03,0.19,6,549,1,0
25,0,1,133159,3,0,5000,1,7.14,0.04,4,701,0,0
22,0,0,27119,0,0,4000,4,12.99,0.15,2,540,1,0
31,0,1,53998,7,3,12000,0,17.27,0.22,7,607,0,1
27,0,1,32847,4,3,5232,1,8.18,0.16,4,652,0,0
24,1,0,39320,0,3,12800,2,12.42,0.33,3,684,0,1
24,0,3,56134,0,3,18250,5,13.35,0.33,4,684,0,1
33,1,1,118296,10,0,4000,5,10.99,0.03,9,635,1,0
22,1,4,49116,0,0,7500,0,11.49,0.15,3,673,1,0
24,0,1,70869,1,3,6000,4,6.39,0.08,4,682,1,0
29,0,1,47936,4,3,10000,3,14.11,0.21,7,567,0,1
23,1,3,47803,0,3,6000,0,13.28,0.13,2,674,0,1
43,1,4,235207,23,0,10000,1,12.73,0.04,12,643,0,0
24,1,1,89108,0,3,12000,5,12.48,0.13,3,604,0,1
30,1,3,58634,10,0,8500,4,7.49,0.14,8,693,1,0
25,1,1,29970,2,3,10625,3,6.03,0.35,2,611,0,1
28,1,1,45193,4,3,9000,3,10.66,0.2,6,723,0,0
37,1,3,74278,17,0,10000,0,13.57,0.13,15,688,0,0
27,1,0,57744,5,3,4000,4,14.62,0.07,10,626,0,1
24,1,1,51470,1,0,3500,0,8.94,0.07,3,560,0,1
22,1,0,61219,3,3,4000,3,7.4,0.07,2,681,0,0
29,0,4,65908,4,0,14800,5,15.31,0.22,5,593,0,1
22,1,1,142514,0,3,19550,4,15.62,0.14,4,608,0,1
24,0,4,49242,2,3,7500,0,11.36,0.15,4,540,1,0
23,1,3,106158,1,0,12000,4,8.22,0.11,4,694,1,0
22,1,1,25070,0,3,4000,1,11.89,0.16,3,574,1,0
32,0,3,37367,6,3,10000,5,9.84,0.27,6,630,0,1
26,1,2,92809,6,0,6000,2,7.9,0.06,4,618,1,0
25,1,0,24070,2,3,8000,2,12.99,0.33,4,691,0,1
22,0,0,90906,0,0,28000,5,15.62,0.31,4,638,0,0
29,1,0,406668,5,3,24000,2,17.8,0.06,8,656,0,1
23,1,1,69057,0,0,11406,3,10.3,0.17,4,559,1,0
30,1,0,28108,6,3,12000,5,7.29,0.43,5,571,0,1
25,1,1,65181,0,0,25000,3,15.7,0.38,4,614,0,1
30,1,1,91144,8,0,4800,3,18.79,0.05,7,664,0,1
24,0,3,66047,1,3,5200,0,11.01,0.08,3,620,0,1
28,1,0,72827,6,3,7200,2,5.42,0.1,7,649,0,0
25,0,1,23905,3,3,5875,1,14.11,0.25,3,713,0,1
22,1,3,67015,0,3,6800,1,11.99,0.1,2,623,1,0
40,1,0,60495,17,3,20000,0,11.01,0.33,17,649,0,1
29,0,0,39704,8,3,10800,3,13.57,0.27,5,607,0,1
41,1,3,45779,22,3,19844,0,13.1,0.43,16,584,0,1
24,1,0,148324,3,3,15000,4,15.37,0.1,4,532,0,1
29,0,0,71502,9,2,8000,1,11.14,0.11,6,619,1,0
24,0,3,63508,2,0,3000,1,7.66,0.05,4,654,1,0
26,1,4,61212,0,3,10000,4,8.49,0.16,3,534,1,0
42,1,3,1067921,20,3,20000,1,11.01,0.02,17,529,1,0
23,0,1,36970,4,3,5000,4,11.79,0.14,3,597,1,0
30,0,1,88775,7,3,8000,5,9.99,0.09,7,669,1,0
24,1,1,37425,0,3,1000,1,8.0,0.03,2,644,0,0
23,0,1,86343,0,3,11300,4,7.49,0.13,3,654,1,0
23,0,0,49890,4,3,5000,1,11.01,0.1,2,625,1,0
22,1,3,37177,1,3,6000,1,13.68,0.16,4,657,0,1
27,0,0,86096,5,2,5000,5,17.39,0.06,9,584,0,1
30,0,0,178434,11,3,22200,1,19.42,0.12,8,654,0,1
27,0,0,97051,5,0,5000,1,8.0,0.05,6,683,1,0
24,0,0,45048,1,0,6250,0,7.14,0.14,4,643,0,1
29,1,4,34505,10,3,5000,5,16.39,0.14,8,666,0,1
23,1,1,92232,1,0,3600,3,10.65,0.04,3,698,1,0
24,0,1,100941,0,0,25000,0,13.79,0.25,3,645,1,0
25,0,1,36763,3,0,12000,2,5.99,0.33,4,655,0,1
27,1,4,26630,2,3,3600,4,15.99,0.14,10,643,0,1
24,1,3,108872,2,3,15000,5,14.42,0.14,3,543,1,0
29,0,3,65769,6,0,7500,0,7.49,0.11,9,665,0,1
26,1,0,57535,4,3,16250,4,12.42,0.28,4,675,0,1
46,0,2,127658,25,0,20700,2,17.43,0.16,12,713,0,0
22,1,3,45716,0,3,20000,0,16.69,0.44,3,447,0,1
31,1,1,19079,6,3,5000,1,11.01,0.26,10,505,0,1
39,1,4,485461,16,0,35000,3,11.01,0.07,11,668,0,1
30,1,1,62892,8,3,9000,0,6.54,0.14,6,593,1,0
44,0,1,97317,17,0,25000,5,15.33,0.26,17,694,1,0
34,1,2,87246,8,3,10000,2,7.51,0.11,7,650,1,0
24,1,1,35713,4,3,4000,3,9.96,0.11,3,657,0,1
22,0,1,49463,0,3,6000,3,12.69,0.12,4,477,1,0
21,1,1,198803,0,0,20000,1,6.91,0.1,4,681,1,0
23,1,3,36869,0,3,6000,1,14.22,0.16,3,639,1,0
